movie_id,title,overview,release_date,popularity,genres,text,genres_list,release_year,genre__Action,genre__Adventure,genre__Animation,genre__Comedy,genre__Crime,genre__Documentary,genre__Drama,genre__Family,genre__Fantasy,genre__History,genre__Horror,genre__Music,genre__Mystery,genre__Romance,genre__Science Fiction,genre__TV Movie,genre__Thriller,genre__Unknown,genre__War,genre__Western
987400,Aztec Batman: Clash of Empires,"In the time of the Aztec empire, tragedy strikes Yohualli Coatl when his father is murdered by Spanish conquistadors. To warn King Moctezuma and his high priest, Yoka, of imminent danger, Yohualli escapes to Tenochtitlán. There, he trains in the temple of the bat god Tzinacan with his mentor, developing equipment and weaponry to confront the Spanish invasion and avenge his father’s death. Along the way, he encounters key figures like the fierce Jaguar Woman and the conquistador Hernán Cortés.",2025-09-18,139.7564,"Animation, Action, Adventure, Fantasy","Aztec Batman: Clash of Empires. In the time of the Aztec empire, tragedy strikes Yohualli Coatl when his father is murdered by Spanish conquistadors. To warn King Moctezuma and his high priest, Yoka, of imminent danger, Yohualli escapes to Tenochtitlán. There, he trains in the temple of the bat god Tzinacan with his mentor, developing equipment and weaponry to confront the Spanish invasion and avenge his father’s death. Along the way, he encounters key figures like the fierce Jaguar Woman and the conquistador Hernán Cortés.","['Animation', 'Action', 'Adventure', 'Fantasy']",2025,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1007734,Nobody 2,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.",2025-08-13,152.4998,"Action, Thriller","Nobody 2. Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.","['Action', 'Thriller']",2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",2025-06-20,142.4078,"Family, Music, Comedy, Adventure, Fantasy, Animation","KPop Demon Hunters. When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.","['Family', 'Music', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",2025,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
957121,The Man in My Basement,"Down on his luck, Charles Blakey agrees to rent his basement to a mysterious stranger, unaware he may be letting in a force much darker than he imagined.",2025-09-12,134.0456,"Horror, Mystery, Thriller","The Man in My Basement. Down on his luck, Charles Blakey agrees to rent his basement to a mysterious stranger, unaware he may be letting in a force much darker than he imagined.","['Horror', 'Mystery', 'Thriller']",2025,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1447287,Donde tú quieras,"Ramiro Guerrero, a successful professional, is wrongly accused of a devastating crime. With his life in shambles, he fights to prove his innocence while facing a web of corruption and danger.",2025-03-20,108.1544,Action,"Donde tú quieras. Ramiro Guerrero, a successful professional, is wrongly accused of a devastating crime. With his life in shambles, he fights to prove his innocence while facing a web of corruption and danger.",['Action'],2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357886,Django Undisputed,"Determined to exact his justice, Django faces dangerous challenges and bloody clashes to restore order in a territory dominated by lawlessness and injustice.",2024-04-22,223.4564,Western,"Django Undisputed. Determined to exact his justice, Django faces dangerous challenges and bloody clashes to restore order in a territory dominated by lawlessness and injustice.",['Western'],2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575265,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",2025-05-17,127.1358,"Action, Adventure, Thriller","Mission: Impossible - The Final Reckoning. Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.","['Action', 'Adventure', 'Thriller']",2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,2025-06-25,128.4985,"Action, Drama",F1. Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,"['Action', 'Drama']",2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1087192,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",2025-06-06,123.3764,"Fantasy, Family, Action, Adventure","How to Train Your Dragon. On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.","['Fantasy', 'Family', 'Action', 'Adventure']",2025,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1035259,The Naked Gun,Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr.,2025-07-30,114.1182,"Comedy, Action, Crime",The Naked Gun. Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr.,"['Comedy', 'Action', 'Crime']",2025,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234821,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",2025-07-01,115.19,"Science Fiction, Adventure, Action","Jurassic World Rebirth. Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.","['Science Fiction', 'Adventure', 'Action']",2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13494,Red Sonja,A young girl rises from the ashes of tragedy to become the most feared warrior woman of all time: the She-Devil with a Sword.,2025-07-31,102.0387,"Adventure, Action, Fantasy",Red Sonja. A young girl rises from the ashes of tragedy to become the most feared warrior woman of all time: the She-Devil with a Sword.,"['Adventure', 'Action', 'Fantasy']",2025,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",2025-09-19,111.8558,"Animation, Action, Fantasy","Chainsaw Man - The Movie: Reze Arc. In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.","['Animation', 'Action', 'Fantasy']",2025,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
914215,Humane,"In the wake of an environmental collapse that has forced humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.",2024-04-26,96.8227,"Horror, Science Fiction, Thriller","Humane. In the wake of an environmental collapse that has forced humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.","['Horror', 'Science Fiction', 'Thriller']",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
938086,Dangerous Younger Cousin,"Hyang-gi hates her mother who only likes men and doesn't take care of herself. She brings a man to her house to sleep over so her mom will find her crooked. To correct Hyang-gi, she asked Do-hwan, Hyang-gi’s cousin, to live with her at home for a while. Hyang-gi and Do-hwan, who were reunited as adults, grew very attracted to each other. Chae-kyeong, Do-hwan's girlfriend, finds out about it. After revealing the truth in front of everyone, Hyang-gi and Do-hwan are on the verge of breaking up.",2021-11-23,125.0964,Drama,"Dangerous Younger Cousin. Hyang-gi hates her mother who only likes men and doesn't take care of herself. She brings a man to her house to sleep over so her mom will find her crooked. To correct Hyang-gi, she asked Do-hwan, Hyang-gi’s cousin, to live with her at home for a while. Hyang-gi and Do-hwan, who were reunited as adults, grew very attracted to each other. Chae-kyeong, Do-hwan's girlfriend, finds out about it. After revealing the truth in front of everyone, Hyang-gi and Do-hwan are on the verge of breaking up.",['Drama'],2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7451,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",2002-08-09,98.9811,"Action, Adventure, Thriller, Crime","xXx. Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.","['Action', 'Adventure', 'Thriller', 'Crime']",2002,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1319965,All of You,"Laura and Simon have been best friends since college. Over the years, they've realized their bond is more than platonic. Can they—and should they—risk everything to explore a love that has existed all along?",2025-09-26,99.5645,"Romance, Drama","All of You. Laura and Simon have been best friends since college. Over the years, they've realized their bond is more than platonic. Can they—and should they—risk everything to explore a love that has existed all along?","['Romance', 'Drama']",2025,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1242011,Together,"With a move to the countryside already testing the limits of a couple's relationship, a supernatural encounter begins an extreme transformation of their love, their lives, and their flesh.",2025-07-28,93.8965,Horror,"Together. With a move to the countryside already testing the limits of a couple's relationship, a supernatural encounter begins an extreme transformation of their love, their lives, and their flesh.",['Horror'],2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1552819,Assassin,,2025-09-26,200.7581,Action,Assassin.,['Action'],2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289888,French Lover,"When a jaded actor meets a down-on-her-luck waitress in Paris, their unexpected love story begins — but will it survive the glare of the spotlight?",2025-09-25,95.2856,"Romance, Comedy","French Lover. When a jaded actor meets a down-on-her-luck waitress in Paris, their unexpected love story begins — but will it survive the glare of the spotlight?","['Romance', 'Comedy']",2025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1119878,Ice Road: Vengeance,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.",2025-06-27,80.2498,"Action, Thriller, Drama","Ice Road: Vengeance. Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.","['Action', 'Thriller', 'Drama']",2025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1175942,The Bad Guys 2,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls.",2025-07-24,87.6829,"Animation, Family, Comedy, Crime, Adventure","The Bad Guys 2. The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls.","['Animation', 'Family', 'Comedy', 'Crime', 'Adventure']",2025,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1028248,As Good as Dead,An ex-cop in self-imposed witness protection in Mexico becomes a target when a fight video of his apprentice goes viral.,2022-12-16,76.647,"Action, Crime",As Good as Dead. An ex-cop in self-imposed witness protection in Mexico becomes a target when a fight video of his apprentice goes viral.,"['Action', 'Crime']",2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188808,Tuhog,"Abie mourns after the death of Michael. She finds solace from her supposedly soon-to-be father-in-law, Roldan, and starts falling for him. But when Michael returns, their world turns upside down.",2023-11-03,81.6883,"Drama, Romance","Tuhog. Abie mourns after the death of Michael. She finds solace from her supposedly soon-to-be father-in-law, Roldan, and starts falling for him. But when Michael returns, their world turns upside down.","['Drama', 'Romance']",2023,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
691363,The Thing Behind The Door,"The story of Adèle, a youg woman who’s literally haunted by the death of her husband, killed in a trench during World War One. Desperate and unable to face this tragic loss, Adèle turns to black magic in the hope to bring her lover back. The miracle will happen, but Adèle will have to pay the price for opening this Pandora Box.",2023-01-16,78.0766,Horror,"The Thing Behind The Door. The story of Adèle, a youg woman who’s literally haunted by the death of her husband, killed in a trench during World War One. Desperate and unable to face this tragic loss, Adèle turns to black magic in the hope to bring her lover back. The miracle will happen, but Adèle will have to pay the price for opening this Pandora Box.",['Horror'],2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
980477,Ne Zha 2,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",2025-01-29,74.3525,"Animation, Fantasy, Adventure, Action","Ne Zha 2. After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.","['Animation', 'Fantasy', 'Adventure', 'Action']",2025,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
552524,Lilo & Stitch,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,2025-05-17,73.7631,"Family, Science Fiction, Comedy, Adventure",Lilo & Stitch. The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,"['Family', 'Science Fiction', 'Comedy', 'Adventure']",2025,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1284120,The Ugly Stepsister,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, and she will go to any length to catch the prince’s eye.",2025-03-07,70.2279,"Horror, Comedy, Fantasy, Drama","The Ugly Stepsister. In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, and she will go to any length to catch the prince’s eye.","['Horror', 'Comedy', 'Fantasy', 'Drama']",2025,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
541671,Ballerina,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",2025-06-04,65.7647,"Action, Thriller, Crime","Ballerina. Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.","['Action', 'Thriller', 'Crime']",2025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
993234,Borders of Love,"After years together, Petr and Hana, partners in work and in life, share their unspoken erotic fantasies. What begins as an innocent conversation gradually turns into curious experimentation with a non-monogamous approach to their relationship. But sexual freedom tastes differently for each of them.",2022-11-03,66.5808,"Drama, Romance","Borders of Love. After years together, Petr and Hana, partners in work and in life, share their unspoken erotic fantasies. What begins as an innocent conversation gradually turns into curious experimentation with a non-monogamous approach to their relationship. But sexual freedom tastes differently for each of them.","['Drama', 'Romance']",2022,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1051486,Stockholm Bloodbath,"In 1520, the notorious and power-hungry Danish King Christian II is determined to seize the Swedish crown from Sten Sture, no matter what it takes. Meanwhile, sisters Freja and Anne make a solemn promise to seek revenge on the men who brutally murdered their family. Everything comes to a head in the heart of Stockholm, where the sisters are drawn into a ruthless political struggle between Sweden and Denmark that culminates in a mass execution, presided over by the mad King ""Christian the Tyrant,"" known as the Stockholm Bloodbath.",2024-01-19,59.5984,"Action, History, Drama, Adventure, War","Stockholm Bloodbath. In 1520, the notorious and power-hungry Danish King Christian II is determined to seize the Swedish crown from Sten Sture, no matter what it takes. Meanwhile, sisters Freja and Anne make a solemn promise to seek revenge on the men who brutally murdered their family. Everything comes to a head in the heart of Stockholm, where the sisters are drawn into a ruthless political struggle between Sweden and Denmark that culminates in a mass execution, presided over by the mad King ""Christian the Tyrant,"" known as the Stockholm Bloodbath.","['Action', 'History', 'Drama', 'Adventure', 'War']",2024,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,62.3897,"Adventure, Drama, Science Fiction",Interstellar. The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"['Adventure', 'Drama', 'Science Fiction']",2014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1369679,Get Fast,"When The Thief’s partner is kidnapped after stealing millions in cash from a merciless drug lord named Nushi, he reluctantly teams up with an angst-ridden orphan to rescue him. Nushi enlists her most trusted hitman, The Cowboy, a lovable charmer who’s quick with his guns, to track down the Thief. Guns, cars, and explosions will give the newfound partners a head start, but how long will they be able to keep it up?",2024-12-12,57.6035,"Action, Crime, Thriller","Get Fast. When The Thief’s partner is kidnapped after stealing millions in cash from a merciless drug lord named Nushi, he reluctantly teams up with an angst-ridden orphan to rescue him. Nushi enlists her most trusted hitman, The Cowboy, a lovable charmer who’s quick with his guns, to track down the Thief. Guns, cars, and explosions will give the newfound partners a head start, but how long will they be able to keep it up?","['Action', 'Crime', 'Thriller']",2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
828769,Undryable Younger Cousin,"So-jeong, who lives with her older brothers, is living as a sex partner with her younger brother, Sang-woo, without her eldest brother Min-woo.  However, I'm worried that Sang-woo's reaction isn't cool these days. Sang-woo started seeing his ex-girlfriend again.  Meanwhile, Min-woo witnesses So-jeong and Sang-woo having sex one day...",2021-02-01,67.3538,Drama,"Undryable Younger Cousin. So-jeong, who lives with her older brothers, is living as a sex partner with her younger brother, Sang-woo, without her eldest brother Min-woo.  However, I'm worried that Sang-woo's reaction isn't cool these days. Sang-woo started seeing his ex-girlfriend again.  Meanwhile, Min-woo witnesses So-jeong and Sang-woo having sex one day...",['Drama'],2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1371189,Ruth & Boaz,"A talented singer leaves the Atlanta music scene and starts over in small-town Tennessee, where she finds love and new purpose but can't escape the past.",2025-09-25,69.5096,"Romance, Drama, Music","Ruth & Boaz. A talented singer leaves the Atlanta music scene and starts over in small-town Tennessee, where she finds love and new purpose but can't escape the past.","['Romance', 'Drama', 'Music']",2025,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1265344,Swiped,Whitney Wolfe uses extraordinary grit and ingenuity to break into the male-dominated tech industry.,2025-09-09,53.1543,"History, Drama",Swiped. Whitney Wolfe uses extraordinary grit and ingenuity to break into the male-dominated tech industry.,"['History', 'Drama']",2025,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
506763,Detective Dee: The Four Heavenly Kings,"Dee, the detective serving Chinese empress Wu Zetian, is called upon to investigate a series of strange events in Loyang, including the appearance of mysterious warriors wearing Chiyou ghost masks, foxes that speak human language and the pillar sculptures in the palace coming alive.",2018-07-27,55.632,"Action, Fantasy, Adventure, Mystery","Detective Dee: The Four Heavenly Kings. Dee, the detective serving Chinese empress Wu Zetian, is called upon to investigate a series of strange events in Loyang, including the appearance of mysterious warriors wearing Chiyou ghost masks, foxes that speak human language and the pillar sculptures in the palace coming alive.","['Action', 'Fantasy', 'Adventure', 'Mystery']",2018,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
